ACADEMIC_YEAR,ASSESSMENT_YEAR,SCH_ID,FFT_ID,UPN,SURNAME,FORENAMES,DOB,GENDER,PRIOR_ATTAIN_KEY_STAGE,PRIOR_ATTAIN_RANK,PRIOR_ATTAIN_GROUP,KS2_ENGLISH_TEST,KS2_WELSH_TEST,KS2_MATHS_TEST,KS2_SCIENCE_TEST,KS2_ENGLISH_TA,KS2_WELSH_TA,KS2_MATHS_TA,KS2_SCIENCE_TA,EST_BASIS,EST_RANK,KS3_SBJ_CODE,KS3_SUBJECT,KS3_LEV2_PROB,KS3_LEV3_PROB,KS3_LEV4_PROB,KS3_LEV5_PROB,KS3_LEV6_PROB,KS3_LEV7_PROB,KS3_LEV2PLUS_PROB,KS3_LEV3PLUS_PROB,KS3_LEV4PLUS_PROB,KS3_LEV5PLUS_PROB,KS3_LEV6PLUS_PROB,KS3_LEV7PLUS_PROB,KS3_EST_LEVEL,EXPECTED_PROGRESS_LEVEL,EXPECTED_PROGRESS_PROB,PRIOR_ATTAIN_DATA_STATUS,EXPORT_DATE
2013,2014,9994002,99909388,UPN          ,Rice,Leanne,22/06/2000,F,2,,L,3A,,4B,4,3,,3,4,PA,50,EN,English,1,2,24,64,10,1,99,99,98,74,10,1,5C,5,74,Final,08/05/2014
2013,2014,9994002,99901168,UPN          ,Rice,Ricky,24/09/1999,M,2,,U,4A,,5C,5,4,,5,5,PA,50,EN,English,1,1,2,36,54,7,99,99,99,98,61,7,6C,6,61,Final,08/05/2014
2013,2014,9994002,99914033,UPN          ,Satsuma,Edward,21/12/1999,M,2,,U,5C,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,6,51,43,99,99,99,99,94,43,6A,7,43,Final,08/05/2014
2013,2014,9994002,99957181,UPN          ,Satsuma,Elizabeth,05/03/2000,F,2,,M,4B,,5C,4,4,,5,4,PA,50,EN,English,1,1,1,30,60,8,99,99,99,99,69,8,6C,6,69,Final,08/05/2014
2013,2014,9994002,99906880,UPN          ,Selenium,Megan,15/01/2000,F,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,4,46,47,3,99,99,99,96,50,3,5A,6,50,Final,08/05/2014
2013,2014,9994002,99972412,UPN          ,Selenium,Zoe,12/02/2000,F,2,,U,5C,,5B,5,4,,5,5,PA,50,EN,English,1,1,1,9,61,29,99,99,99,99,90,29,6B,7,29,Final,08/05/2014
2013,2014,9994002,99946668,UPN          ,Sesame,Angela,13/11/1999,F,2,,U,5C,,5C,5,5,,4,5,PA,50,EN,English,1,1,1,10,62,28,99,99,99,99,90,28,6B,7,28,Final,08/05/2014
2013,2014,9994002,99900772,UPN          ,Sesame,Timothy,11/08/2000,M,2,,L,3A,,3B,3,4,,3,3,PA,50,EN,English,1,5,38,52,5,1,99,99,95,57,5,1,5C,5,57,Final,08/05/2014
2013,2014,9994002,99913725,UPN          ,Silicon,Abigail,03/06/2000,F,2,,U,5C,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,5,54,41,99,99,99,99,95,41,6A,7,41,Final,08/05/2014
2013,2014,9994002,99992434,UPN          ,Silicon,Adam,09/01/2000,M,2,,L,3C,,4B,4,3,,4,4,PA,50,EN,English,1,11,53,34,1,1,99,99,88,36,1,1,4A,5,36,Final,08/05/2014
2013,2014,9994002,99900444,UPN          ,Silicon,Joanne,04/09/1999,F,2,,U,5C,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,3,43,54,99,99,99,99,97,54,6A,7,54,Final,08/05/2014
2013,2014,9994002,99909630,UPN          ,Silicon,Kieran,16/04/2000,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,9,58,32,2,99,99,99,91,33,2,5A,6,33,Final,08/05/2014
2013,2014,9994002,99903833,UPN          ,Silver,Chelsea,11/08/2000,F,2,,U,5C,,5C,5,4,,5,5,PA,50,EN,English,1,1,1,9,61,30,99,99,99,99,91,30,6B,7,30,Final,08/05/2014
2013,2014,9994002,99951029,UPN          ,Silver,Danielle,05/01/2000,F,2,,L,5C,,3B,4,4,,3,4,PA,50,EN,English,1,1,1,29,61,9,99,99,99,99,69,9,6C,7,9,Final,08/05/2014
2013,2014,9994002,99904836,UPN          ,Silver,David,04/08/2000,M,2,,M,4B,,5C,4,4,,5,4,PA,50,EN,English,1,1,5,50,41,3,99,99,99,94,44,3,5A,6,44,Final,08/05/2014
2013,2014,9994002,99950288,UPN          ,Silver,Luke,10/12/1999,M,2,,U,4A,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,14,60,25,99,99,99,99,85,25,6B,6,85,Final,08/05/2014
2013,2014,9994002,99996460,UPN          ,Sodium,Jack,04/01/2000,M,2,,U,5C,,4B,5,5,,4,5,PA,50,EN,English,1,1,1,25,60,13,99,99,99,99,73,13,6C,7,13,Final,08/05/2014
2013,2014,9994002,99914041,UPN          ,Spinach,Courtney,24/08/2000,F,2,,M,4A,,4C,4,4,,4,4,PA,50,EN,English,1,1,3,41,52,4,99,99,99,97,56,4,6C,6,56,Final,08/05/2014
2013,2014,9994002,99907221,UPN          ,Spinach,Rebecca,15/06/2000,F,2,,U,5C,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,3,44,53,99,99,99,99,97,53,6A,7,53,Final,08/05/2014
2013,2014,9994002,99905900,UPN          ,Strawberry,Anna,19/03/2000,F,2,,L,3B,,4C,3,3,,4,3,PA,50,EN,English,1,2,29,61,7,1,99,99,97,68,7,1,5C,5,68,Final,08/05/2014
2013,2014,9994002,99991708,UPN          ,Strawberry,Anna,05/11/1999,F,2,,U,5B,,4A,5,5,,5,5,PA,50,EN,English,1,1,1,3,44,53,99,99,99,99,97,53,6A,7,53,Final,08/05/2014
2013,2014,9994002,99900780,UPN          ,Strawberry,Jack,05/01/2000,M,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,4,45,46,4,99,99,99,96,51,4,5A,6,51,Final,08/05/2014
2013,2014,9994002,99950607,UPN          ,Strawberry,Jason,27/12/1999,M,2,,L,3C,,4C,4,4,,4,4,PA,50,EN,English,1,8,47,42,2,1,99,99,92,45,2,1,4A,5,45,Final,08/05/2014
2013,2014,9994002,99906262,UPN          ,Strawberry,Michaela,12/09/1999,F,2,,L,3C,,3B,3,3,,3,3,PA,50,EN,English,1,10,52,36,1,1,99,99,89,38,1,1,4A,5,38,Final,08/05/2014
2013,2014,9994002,99901477,UPN          ,Strawberry,Nigel,12/04/2000,M,2,,M,4B,,4A,4,4,,4,4,PA,50,EN,English,1,1,8,57,33,2,99,99,99,91,35,2,5A,6,35,Final,08/05/2014
2013,2014,9994002,99906211,UPN          ,Sugar,George,09/02/2000,M,2,,M,4A,,5C,4,4,,5,4,PA,50,EN,English,1,1,3,39,52,6,99,99,99,97,58,6,6C,6,58,Final,08/05/2014
2013,2014,9994002,99900792,UPN          ,Sugar,Neil,23/05/2000,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,9,58,32,2,99,99,99,91,33,2,5A,6,33,Final,08/05/2014
2013,2014,9994002,99985802,UPN          ,Sugar,Rhys,20/07/2000,M,2,,M,4A,,4B,5,4,,4,5,PA,50,EN,English,1,1,3,38,52,7,99,99,99,97,59,7,6C,6,59,Final,08/05/2014
2013,2014,9994002,99931004,UPN          ,Sulphur,Faye,06/05/2000,F,2,,M,5C,,4A,4,5,,4,4,PA,50,EN,English,1,1,1,14,64,22,99,99,99,99,86,22,6B,7,22,Final,08/05/2014
2013,2014,9994002,99919492,UPN          ,Sulphur,Joanne,28/10/1999,F,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,1,29,61,9,99,99,99,99,69,9,6C,6,69,Final,08/05/2014
2013,2014,9994002,99904192,UPN          ,Tangerine,Derek,02/02/2000,M,2,,U,5B,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,2,35,63,99,99,99,99,98,63,7C,7,63,Final,08/05/2014
2013,2014,9994002,99911295,UPN          ,Tangerine,John,16/03/2000,M,2,,U,4A,,5B,5,4,,5,5,PA,50,EN,English,1,1,1,24,61,15,99,99,99,99,75,15,6C,6,75,Final,08/05/2014
2013,2014,9994002,99933951,UPN          ,Tangerine,Nigel,19/03/2000,M,2,,M,4B,,4A,4,4,,4,4,PA,50,EN,English,1,1,9,58,31,1,99,99,99,90,32,1,5A,6,32,Final,08/05/2014
2013,2014,9994002,99900421,UPN          ,Thyme,Jay,20/05/2000,M,2,,M,4B,,4A,4,4,,4,4,PA,50,EN,English,1,1,7,55,35,2,99,99,99,92,37,2,5A,6,37,Final,08/05/2014
2013,2014,9994002,99921226,UPN          ,Thyme,Sally,10/07/2000,F,2,,M,4B,,4C,4,5,,4,4,PA,50,EN,English,1,1,4,49,44,3,99,99,99,95,46,3,5A,6,46,Final,08/05/2014
2013,2014,9994002,99906878,UPN          ,Tin,Neil,08/09/1999,M,2,,L,B,,B,2,2,,2,2,PA,50,EN,English,10,36,48,5,1,1,99,90,53,5,1,1,4C,4,53,Final,08/05/2014
2013,2014,9994002,99905894,UPN          ,Tin,Nicola,01/01/2000,F,2,,U,4B,,4A,5,4,,5,5,PA,50,EN,English,1,1,1,29,61,9,99,99,99,99,70,9,6C,6,70,Final,08/05/2014
2013,2014,9994002,99911296,UPN          ,Tin,Nicola,08/05/2000,F,2,,U,5C,,4A,5,4,,5,5,PA,50,EN,English,1,1,1,8,59,33,99,99,99,99,92,33,6B,7,33,Final,08/05/2014
2013,2014,9994002,99914692,UPN          ,Titanium,Christopher,05/04/2000,M,2,,U,5B,,5C,4,5,,5,4,PA,50,EN,English,1,1,1,14,60,25,99,99,99,99,85,25,6B,7,25,Final,08/05/2014
2013,2014,9994002,99904834,UPN          ,Titanium,Donna,19/12/1999,F,2,,L,4B,,4C,4,4,,4,4,PA,50,EN,English,1,1,7,56,36,1,99,99,99,93,37,1,5A,6,37,Final,08/05/2014
2013,2014,9994002,99930167,UPN          ,Titanium,Laura,01/03/2000,F,2,,U,5B,,5B,5,4,,5,5,PA,50,EN,English,1,1,1,4,47,49,99,99,99,99,96,49,6A,7,49,Final,08/05/2014
2013,2014,9994002,99911629,UPN          ,Titanium,Neil,17/08/2000,M,2,,L,3B,,4C,4,3,,3,4,PA,50,EN,English,1,5,41,49,4,1,99,99,94,53,4,1,5C,5,53,Final,08/05/2014
2013,2014,9994002,99909653,UPN          ,Tomato,Tracey,08/02/2000,F,2,,L,3B,,3B,3,3,,3,3,PA,50,EN,English,1,5,39,53,4,1,99,99,95,56,4,1,5C,5,56,Final,08/05/2014
2013,2014,9994002,99901451,UPN          ,Tumeric,Anna,19/02/2000,F,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,2,38,60,99,99,99,99,98,60,6A,7,60,Final,08/05/2014
2013,2014,9994002,99913665,UPN          ,Tumeric,Nina,20/06/2000,F,2,,L,3B,,4B,3,3,,3,3,PA,50,EN,English,1,3,34,57,5,1,99,99,96,62,5,1,5C,5,62,Final,08/05/2014
2013,2014,9994002,99914018,UPN          ,Tungsten,Dean,05/06/2000,M,2,,M,4B,,4C,4,4,,4,4,PA,50,EN,English,1,1,12,61,26,1,99,99,99,88,27,1,5B,6,27,Final,08/05/2014
2013,2014,9994002,99905883,UPN          ,Tungsten,Imogen,19/03/2000,F,2,,U,5B,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,1,31,68,99,99,99,99,99,68,7C,7,68,Final,08/05/2014
2013,2014,9994002,99914693,UPN          ,Turnip,Colette,14/03/2000,F,2,,L,4B,,3A,4,4,,3,4,PA,50,EN,English,1,1,9,60,30,1,99,99,99,91,31,1,5A,6,31,Final,08/05/2014
2013,2014,9994002,99974980,UPN          ,Turnip,Hannah,12/05/2000,F,2,,L,4C,,4C,4,4,,4,4,PA,50,EN,English,1,1,10,61,28,1,99,99,99,90,29,1,5A,6,29,Final,08/05/2014
2013,2014,9994002,99907225,UPN          ,Turnip,Mark,20/03/2000,M,2,,M,5C,,4B,4,4,,4,4,PA,50,EN,English,1,1,4,44,48,5,99,99,99,96,53,5,5A,7,5,Final,08/05/2014
2013,2014,9994002,99905919,UPN          ,Uranium,Hazel,04/02/2000,F,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,3,44,49,4,99,99,99,97,53,4,5A,6,53,Final,08/05/2014
2013,2014,9994002,99923561,UPN          ,Uranium,Holly,12/01/2000,F,2,,U,5C,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,9,60,31,99,99,99,99,91,31,6B,7,31,Final,08/05/2014
2013,2014,9994002,99984457,UPN          ,Vanilla,Faye,25/10/1999,F,2,,M,4A,,4B,5,4,,4,5,PA,50,EN,English,1,1,1,22,64,13,99,99,99,99,77,13,6C,6,77,Final,08/05/2014
2013,2014,9994002,99906909,UPN          ,Vanilla,Isabelle,22/10/1999,F,2,,M,4B,,5B,4,4,,4,4,PA,50,EN,English,1,1,4,46,47,3,99,99,99,96,50,3,5A,6,50,Final,08/05/2014
2013,2014,9994002,99913659,UPN          ,Vanilla,Jason,14/03/2000,M,2,,U,5B,,5C,5,4,,5,5,PA,50,EN,English,1,1,1,10,58,32,99,99,99,99,89,32,6B,7,32,Final,08/05/2014
2013,2014,9994002,99934921,UPN          ,Vanilla,Ryan,23/04/2000,M,2,,L,B,,B,D,D,,D,D,PA,50,EN,English,19,43,36,2,1,1,99,81,38,2,1,1,3A,4,38,Final,08/05/2014
2013,2014,9994002,99918975,UPN          ,Watermelon,Jenna,10/01/2000,F,2,,U,4A,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,8,59,33,99,99,99,99,92,33,6B,6,92,Final,08/05/2014
2013,2014,9994002,99902462,UPN          ,Zucchini,Daisy,02/01/2000,F,2,,M,4A,,4A,4,4,,4,4,PA,50,EN,English,1,1,2,36,56,6,99,99,99,98,62,6,6C,6,62,Final,08/05/2014
2013,2014,9994002,99921258,UPN          ,Zucchini,Imogen,05/10/1999,F,2,,U,5C,,4A,5,4,,5,5,PA,50,EN,English,1,1,1,8,60,32,99,99,99,99,92,32,6B,7,32,Final,08/05/2014
2013,2014,9994002,99911841,UPN          ,Zucchini,Laura,01/12/1999,F,2,,L,4B,,4C,3,3,,4,3,PA,50,EN,English,1,1,10,62,27,1,99,99,99,89,27,1,5B,6,27,Final,08/05/2014
