ACADEMIC_YEAR,ASSESSMENT_YEAR,SCH_ID,FFT_ID,UPN,SURNAME,FORENAMES,DOB,GENDER,PRIOR_ATTAIN_KEY_STAGE,PRIOR_ATTAIN_RANK,PRIOR_ATTAIN_GROUP,ENGLISH_TEST,WELSH_TEST,MATHS_TEST,SCIENCE_TEST,ENGLISH_TA,WELSH_TA,MATHS_TA,SCIENCE_TA,EST_BASIS,EST_RANK,QUAL_CODE,QUAL_DESC_SHORT,QUAL_DESC,SBJ_MAPPING,SBJ_QAN ,SUBJECT,QUALIFICATION_TITLE ,KS4_G_PROB,KS4_F_PROB,KS4_E_PROB,KS4_D_PROB,KS4_C_PROB,KS4_B_PROB,KS4_A_PROB,KS4_ASTAR_PROB,KS4_GPLUS_PROB,KS4_FPLUS_PROB,KS4_EPLUS_PROB,KS4_DPLUS_PROB,KS4_CPLUS_PROB,KS4_BPLUS_PROB,KS4_APLUS_PROB,KS4_PASS_PROB,KS4_GM,KS4_HGM_PROB,KS4_GA,EXPECTED_PROGRESS_LEVEL,BETTER_EXPECTED_PROGRESS_LEVEL,EXPECTED_PROGRESS_PROB,BETTER_EXPECTED_PROGRESS_PROB,PRIOR_ATTAIN_DATA_STATUS,EXPORT_DATE
2014,2014,9994002,99946076,UPN          ,Iridium,Jay,23/01/1998,M,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,12,21,38,16,4,1,99,98,91,80,59,21,5,99,C,21,B,B,B,21,5,Final,08/05/2014
2014,2014,9994002,99946078,UPN          ,Krypton,Scott,26/05/1998,M,2,,U,5C,,5A,5C,M,,M,M,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,8,26,28,20,12,99,99,98,95,87,61,33,99,B,33,A,B,A,61,33,Final,08/05/2014
2014,2014,9994002,99946078,UPN          ,Krypton,Scott,26/05/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,89,75,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99946118,UPN          ,Iron,Yasmin,02/02/1998,F,2,,M,4B,,4A,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,10,32,31,15,7,99,99,98,95,85,53,22,99,B,22,A,C,B,85,53,Final,08/05/2014
2014,2014,9994002,99946118,UPN          ,Iron,Yasmin,02/02/1998,F,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,10,33,32,15,5,99,99,99,95,85,52,20,99,B,20,A,A,A,20,5,Final,08/05/2014
2014,2014,9994002,99947342,UPN          ,Marrow,Jake,12/11/1997,M,2,,L,4C,,4B,4C,3,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,8,14,21,36,14,3,1,99,97,89,75,54,19,4,99,C,19,B,C,B,54,19,Final,08/05/2014
2014,2014,9994002,99947342,UPN          ,Marrow,Jake,12/11/1997,M,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,12,21,38,16,4,1,99,98,91,79,59,21,5,99,C,21,B,B,B,21,5,Final,08/05/2014
2014,2014,9994002,99947653,UPN          ,Arsenic,Rachel,11/11/1997,F,2,,L,A,,4B,4A,4,,4,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,14,36,27,11,4,99,99,97,92,78,42,15,99,C,42,B,C,B,78,42,Final,08/05/2014
2014,2014,9994002,99947653,UPN          ,Arsenic,Rachel,11/11/1997,F,3,,L,4,,5,5,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,9,20,41,19,4,1,99,99,95,86,66,25,5,99,C,25,B,B,B,25,5,Final,08/05/2014
2014,2014,9994002,99947662,UPN          ,Silver,Eleanor,05/07/1998,F,2,,M,4B,,4B,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,35,29,12,5,99,99,97,93,80,46,17,99,C,46,B,C,B,80,46,Final,08/05/2014
2014,2014,9994002,99947662,UPN          ,Silver,Eleanor,05/07/1998,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,39,26,8,2,99,99,97,91,76,37,11,99,C,37,B,B,B,37,11,Final,08/05/2014
2014,2014,9994002,99947799,UPN          ,Platinum,Felicity,19/11/1997,F,2,,L,4B,,3A,4C,M,,M,M,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,16,38,24,8,2,99,99,96,89,72,34,10,99,C,34,B,C,B,72,34,Final,08/05/2014
2014,2014,9994002,99947799,UPN          ,Platinum,Felicity,19/11/1997,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,40,25,8,2,99,99,97,91,75,36,10,99,C,36,B,B,B,36,10,Final,08/05/2014
2014,2014,9994002,99947812,UPN          ,Gold,Zara,08/05/1998,F,2,,M,4B,,4B,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,34,29,13,5,99,99,98,93,81,47,18,99,C,47,B,C,B,81,47,Final,08/05/2014
2014,2014,9994002,99947812,UPN          ,Gold,Zara,08/05/1998,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,39,26,8,2,99,99,97,91,76,36,11,99,C,36,B,B,B,36,11,Final,08/05/2014
2014,2014,9994002,99947870,UPN          ,Artichoke,Jack,20/06/1998,M,2,,U,5C,,5C,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,32,26,14,7,99,99,97,91,79,47,21,99,C,47,B,B,A,47,21,Final,08/05/2014
2014,2014,9994002,99947870,UPN          ,Artichoke,Jack,20/06/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,8,2,99,99,95,87,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99947872,UPN          ,Radium,Christopher,13/02/1998,M,2,,M,4A,,4B,5C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,9,17,36,21,8,3,99,98,93,84,68,32,11,99,C,32,B,C,B,68,32,Final,08/05/2014
2014,2014,9994002,99947872,UPN          ,Radium,Christopher,13/02/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,7,2,99,99,95,86,69,31,10,99,C,31,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99948564,UPN          ,Mushroom,David,16/10/1997,M,2,,M,4B,,4A,5B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,4,9,16,36,21,8,3,99,98,94,85,69,33,12,99,C,33,B,C,B,69,33,Final,08/05/2014
2014,2014,9994002,99948564,UPN          ,Mushroom,David,16/10/1997,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,14,36,25,10,4,99,99,96,89,75,39,14,99,C,39,B,A,A,14,4,Final,08/05/2014
2014,2014,9994002,99949297,UPN          ,Celery,Daniel,19/11/1997,M,2,,L,B,,5C,4A,3,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,7,13,21,36,15,4,1,99,97,90,76,56,20,5,98,C,20,B,C,B,56,20,Final,08/05/2014
2014,2014,9994002,99949297,UPN          ,Celery,Daniel,19/11/1997,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,38,19,5,1,99,98,93,83,64,26,7,99,C,26,B,B,B,26,7,Final,08/05/2014
2014,2014,9994002,99949709,UPN          ,Avocado,Imogen,28/09/1997,F,2,,U,5C,,4A,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,4,19,32,26,18,99,99,99,98,94,75,44,99,B,44,A,B,A,75,44,Final,08/05/2014
2014,2014,9994002,99949709,UPN          ,Avocado,Imogen,28/09/1997,F,3,,U,6,,7,7,6,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,3,17,32,28,20,99,99,99,99,96,79,47,99,B,47,A,S,S,20,20,Final,08/05/2014
2014,2014,9994002,99949736,UPN          ,Tungsten,Nina,27/10/1997,F,2,,M,4B,,4B,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,13,35,28,12,4,99,99,97,93,80,44,16,99,C,44,B,C,B,80,44,Final,08/05/2014
2014,2014,9994002,99949736,UPN          ,Tungsten,Nina,27/10/1997,F,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,5,13,38,29,11,3,99,99,98,93,80,43,14,99,C,43,B,B,B,43,14,Final,08/05/2014
2014,2014,9994002,99949900,UPN          ,Spinach,Edward,28/08/1998,M,2,,M,3A,,4A,5C,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,37,20,7,2,99,98,93,84,66,29,9,99,C,29,B,C,B,66,29,Final,08/05/2014
2014,2014,9994002,99949900,UPN          ,Spinach,Edward,28/08/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,8,2,99,99,95,87,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99950275,UPN          ,Lemongrass,Charles,24/11/1997,M,2,,U,5C,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,11,30,27,16,8,99,99,97,93,82,52,25,99,B,25,A,B,A,52,25,Final,08/05/2014
2014,2014,9994002,99950275,UPN          ,Lemongrass,Charles,24/11/1997,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,14,36,25,10,4,99,99,96,89,75,39,14,99,C,39,B,A,A,14,4,Final,08/05/2014
2014,2014,9994002,99950320,UPN          ,Cucumber,Carla,28/09/1997,F,2,,M,4A,,4A,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,11,33,30,14,6,99,99,98,94,83,50,20,99,B,20,A,C,B,83,50,Final,08/05/2014
2014,2014,9994002,99950320,UPN          ,Cucumber,Carla,28/09/1997,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,3,99,99,98,93,81,44,15,99,C,44,B,B,B,44,15,Final,08/05/2014
2014,2014,9994002,99950628,UPN          ,Lithium,Ivan,18/07/1998,M,2,,L,N,,N,3C,1,,2,2,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,7,15,21,24,27,6,1,1,99,93,78,57,34,7,1,97,D,34,C,E,D,78,57,Final,08/05/2014
2014,2014,9994002,99950628,UPN          ,Lithium,Ivan,18/07/1998,M,3,,L,4,,3,4,4,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,14,20,25,29,5,1,1,99,94,80,60,35,6,1,98,D,35,C,C,C,35,6,Final,08/05/2014
2014,2014,9994002,99950984,UPN          ,Arsenic,Lee,25/06/1998,M,2,,M,4A,,5C,4A,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,7,15,35,23,10,4,99,99,95,87,73,38,14,99,C,38,B,C,B,73,38,Final,08/05/2014
2014,2014,9994002,99950984,UPN          ,Arsenic,Lee,25/06/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,90,75,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99951342,UPN          ,Silicon,Sarah,03/04/1998,F,2,,M,4B,,5C,5C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,8,29,32,18,9,99,99,99,96,87,58,26,99,B,26,A,C,B,87,58,Final,08/05/2014
2014,2014,9994002,99951342,UPN          ,Silicon,Sarah,03/04/1998,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,37,30,12,4,99,99,98,94,81,45,15,99,C,45,B,B,B,45,15,Final,08/05/2014
2014,2014,9994002,99951437,UPN          ,Platinum,Tina,18/10/1997,F,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,28,34,20,8,99,99,99,97,90,62,28,99,B,28,A,A,A,28,8,Final,08/05/2014
2014,2014,9994002,99951918,UPN          ,Cobalt,Renee,28/06/1998,F,2,,M,4B,,4B,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,5,12,35,29,12,5,99,99,98,93,81,46,17,99,C,46,B,C,B,81,46,Final,08/05/2014
2014,2014,9994002,99951918,UPN          ,Cobalt,Renee,28/06/1998,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,39,26,8,2,99,99,97,91,76,37,11,99,C,37,B,B,B,37,11,Final,08/05/2014
2014,2014,9994002,99951920,UPN          ,Boron,Stephanie,30/01/1998,F,2,,M,4B,,4B,4A,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,11,33,30,14,6,99,99,98,94,83,51,20,99,B,20,A,C,B,83,51,Final,08/05/2014
2014,2014,9994002,99951920,UPN          ,Boron,Stephanie,30/01/1998,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,37,29,11,4,99,99,98,93,81,44,15,99,C,44,B,B,B,44,15,Final,08/05/2014
2014,2014,9994002,99951977,UPN          ,Carbon,Dale,13/02/1998,M,2,,U,5C,,5A,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,8,26,28,20,12,99,99,98,95,86,60,32,99,B,32,A,B,A,60,32,Final,08/05/2014
2014,2014,9994002,99951977,UPN          ,Carbon,Dale,13/02/1998,M,3,,U,6,,8,7,6,,8,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,24,30,23,14,99,99,99,96,90,66,36,99,B,36,A,S,S,14,14,Final,08/05/2014
2014,2014,9994002,99951984,UPN          ,Sugar,Jay,10/07/1998,M,2,,U,4A,,5C,5C,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,13,33,25,13,6,99,99,96,90,77,44,19,99,C,44,B,B,A,44,19,Final,08/05/2014
2014,2014,9994002,99951984,UPN          ,Sugar,Jay,10/07/1998,M,3,,U,6,,7,7,6,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,28,29,18,10,99,99,98,95,86,58,28,99,B,28,A,S,S,10,10,Final,08/05/2014
2014,2014,9994002,99952004,UPN          ,Thyme,Hayley,30/04/1998,F,2,,U,5C,,5C,5C,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,22,32,23,15,99,99,99,98,93,71,38,99,B,38,A,B,A,71,38,Final,08/05/2014
2014,2014,9994002,99952004,UPN          ,Thyme,Hayley,30/04/1998,F,3,,M,5,,7,5,5,,7,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,32,33,16,6,99,99,99,96,86,54,21,99,B,21,A,A,A,21,6,Final,08/05/2014
2014,2014,9994002,99952005,UPN          ,Xenon,Fiona,22/05/1998,F,2,,U,5C,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,2,13,28,30,26,99,99,99,99,97,84,55,99,A,26,S,B,A,84,55,Final,08/05/2014
2014,2014,9994002,99952005,UPN          ,Xenon,Fiona,22/05/1998,F,3,,U,6,,7,8,6,,7,8,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,2,12,28,30,27,99,99,99,99,97,85,57,99,A,27,S,S,S,27,27,Final,08/05/2014
2014,2014,9994002,99952069,UPN          ,Rhubarb,Estelle,16/03/1998,F,2,,M,5C,,4B,4A,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,8,28,32,18,10,99,99,99,96,88,60,28,99,B,28,A,C,B,88,60,Final,08/05/2014
2014,2014,9994002,99952069,UPN          ,Rhubarb,Estelle,16/03/1998,F,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,4,99,99,98,94,81,43,15,99,C,43,B,B,B,43,15,Final,08/05/2014
2014,2014,9994002,99952126,UPN          ,Fluorine,Elizabeth,12/11/1997,F,2,,U,5B,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,2,13,28,30,27,99,99,99,99,97,84,56,99,A,27,S,B,A,84,56,Final,08/05/2014
2014,2014,9994002,99952126,UPN          ,Fluorine,Elizabeth,12/11/1997,F,3,,U,5,,8,6,5,,8,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,21,33,25,13,99,99,99,98,93,72,39,99,B,39,A,A,A,39,13,Final,08/05/2014
2014,2014,9994002,99952229,UPN          ,Tumeric,Edward,05/03/1998,M,2,,L,3B,,3A,3A,3,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,9,16,23,34,11,2,1,99,96,87,71,48,14,3,99,D,48,C,D,C,71,48,Final,08/05/2014
2014,2014,9994002,99952229,UPN          ,Tumeric,Edward,05/03/1998,M,3,,L,4,,4,5,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,10,16,24,34,9,1,1,99,96,86,69,45,11,2,99,D,45,C,C,C,45,11,Final,08/05/2014
2014,2014,9994002,99952705,UPN          ,Chlorine,Yasmin,11/01/1998,F,2,,U,5C,,5C,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,22,32,23,15,99,99,99,98,92,70,38,99,B,38,A,B,A,70,38,Final,08/05/2014
2014,2014,9994002,99952705,UPN          ,Chlorine,Yasmin,11/01/1998,F,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,28,34,20,9,99,99,99,97,90,62,28,99,B,28,A,A,A,28,9,Final,08/05/2014
2014,2014,9994002,99952732,UPN          ,Satsuma,Jade,18/07/1998,F,2,,U,5C,,5B,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,3,16,30,28,22,99,99,99,99,96,80,50,99,B,50,A,B,A,80,50,Final,08/05/2014
2014,2014,9994002,99952732,UPN          ,Satsuma,Jade,18/07/1998,F,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,27,34,20,9,99,99,99,97,90,63,29,99,B,29,A,A,A,29,9,Final,08/05/2014
2014,2014,9994002,99952737,UPN          ,Coriander,Jack,29/06/1998,M,2,,U,5C,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,4,10,30,27,17,9,99,99,97,93,82,53,25,99,B,25,A,B,A,53,25,Final,08/05/2014
2014,2014,9994002,99952737,UPN          ,Coriander,Jack,29/06/1998,M,3,,U,5,,7,7,5,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,33,27,14,6,99,99,97,92,80,47,20,99,C,47,B,A,A,20,6,Final,08/05/2014
2014,2014,9994002,99952943,UPN          ,Cress,Anna,04/06/1998,F,2,,L,4C,,3B,3A,4,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,18,39,21,6,2,99,99,95,87,68,29,8,99,C,29,B,C,B,68,29,Final,08/05/2014
2014,2014,9994002,99952943,UPN          ,Cress,Anna,04/06/1998,F,3,,L,5,,4,4,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,21,40,17,3,1,99,98,93,82,61,21,4,99,C,21,B,C,C,61,21,Final,08/05/2014
2014,2014,9994002,99953684,UPN          ,Banana,Lucy,09/06/1998,F,2,,L,3C,,3A,4A,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,20,39,18,5,1,99,98,93,83,63,24,6,99,C,24,B,D,C,83,63,Final,08/05/2014
2014,2014,9994002,99953684,UPN          ,Banana,Lucy,09/06/1998,F,3,,L,4,,4,4,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,8,14,24,38,11,1,1,99,97,89,75,51,13,2,99,C,13,B,C,C,51,13,Final,08/05/2014
2014,2014,9994002,99953736,UPN          ,Mushroom,Louise,28/10/1997,F,2,,L,4B,,4C,4C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,15,38,25,9,3,99,99,96,90,74,37,12,99,C,37,B,C,B,74,37,Final,08/05/2014
2014,2014,9994002,99953736,UPN          ,Mushroom,Louise,28/10/1997,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,16,40,25,8,2,99,99,97,91,75,35,10,99,C,35,B,B,B,35,10,Final,08/05/2014
2014,2014,9994002,99953751,UPN          ,Rice,Joseph,15/10/1997,M,2,,M,4C,,5C,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,36,19,7,2,99,98,93,83,65,28,9,99,C,28,B,C,B,65,28,Final,08/05/2014
2014,2014,9994002,99953751,UPN          ,Rice,Joseph,15/10/1997,M,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,39,18,5,1,99,98,93,83,64,25,7,99,C,25,B,B,B,25,7,Final,08/05/2014
2014,2014,9994002,99953826,UPN          ,Fluorine,Darren,25/11/1997,M,2,,L,3A,,4C,4B,3,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,9,15,22,35,12,2,1,99,96,87,72,50,15,3,99,C,15,B,D,C,72,50,Final,08/05/2014
2014,2014,9994002,99953826,UPN          ,Fluorine,Darren,25/11/1997,M,3,,L,4,,4,4,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,12,19,25,31,7,1,1,99,94,82,63,39,8,1,98,D,39,C,C,C,39,8,Final,08/05/2014
2014,2014,9994002,99953848,UPN          ,Mint,Naomi,25/06/1998,F,2,,M,4A,,4C,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,11,33,30,14,6,99,99,98,94,83,50,20,99,B,20,A,C,B,83,50,Final,08/05/2014
2014,2014,9994002,99953848,UPN          ,Mint,Naomi,25/06/1998,F,3,,M,6,,5,6,6,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,31,32,16,7,99,99,99,96,87,56,23,99,B,23,A,A,A,23,7,Final,08/05/2014
2014,2014,9994002,99953865,UPN          ,Rice,Richard,06/11/1997,M,2,,L,3C,,3A,3A,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,11,18,23,32,9,1,1,99,95,83,66,42,11,2,98,D,42,C,D,C,66,42,Final,08/05/2014
2014,2014,9994002,99953865,UPN          ,Rice,Richard,06/11/1997,M,3,,L,4,,3,4,4,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,14,20,25,28,5,1,1,99,94,80,59,35,6,1,97,D,35,C,C,C,35,6,Final,08/05/2014
2014,2014,9994002,99953883,UPN          ,Cauliflower,Daniel,12/04/1998,M,2,,U,5B,,5B,5C,M,,M,M,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,8,26,28,20,12,99,99,98,95,86,60,32,99,B,32,A,B,A,60,32,Final,08/05/2014
2014,2014,9994002,99953883,UPN          ,Cauliflower,Daniel,12/04/1998,M,3,,U,6,,7,6,6,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,4,11,32,28,15,7,99,99,97,93,82,50,22,99,C,50,B,A,A,22,7,Final,08/05/2014
2014,2014,9994002,99953932,UPN          ,Iron,Ella,31/12/1997,F,2,,M,4A,,4A,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,10,31,31,16,7,99,99,98,95,85,54,23,99,B,23,A,C,B,85,54,Final,08/05/2014
2014,2014,9994002,99953932,UPN          ,Iron,Ella,31/12/1997,F,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,10,34,32,15,5,99,99,99,95,85,52,20,99,B,20,A,A,A,20,5,Final,08/05/2014
